Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
F,659,677,10,0,Married,Car,16920,1,Good,,0
M,143,695,33,1,Single,Utility,6691,6,Good,,1
F,103,701,11,2,Married,Car,5508,2,Good,,1
F,154,721,10,1,Single,Car,10081,7,Good,,1
F,140,697,16,0,Married,Car,11190,7,Good,,1
F,130,746,18,0,Married,Truck,11428,3,Very Good,,1
M,114,734,12,0,Single,Utility,11215,3,Good,,1
F,376,618,5,2,Single,Truck,11545,8,Fair,,0
M,315,432,4,3,Single,Car,11006,3,Very Poor,,1
F,142,708,19,0,Married,Car,5913,2,Good,,0
M,83,679,12,0,Married,Van,81689,8,Good,,0
F,92,688,25,1,Married,Car,13476,6,Good,,1
F,82,684,15,0,Single,Car,11819,6,Good,,0
M,120,758,35,4,Single,Utility,14124,7,Very Good,,1
F,94,702,6,1,Married,Truck,65973,6,Good,,1
F,91,697,40,0,Married,Truck,10037,4,Good,,1
F,587,732,2,3,Married,Truck,18029,6,Good,,1
M,345,559,2,1,Married,Truck,92716,6,Very Poor,,1
M,153,718,23,0,Married,Van,12241,1,Good,,1
F,153,681,5,0,Married,Truck,6174,2,Good,,0
F,255,681,8,1,Married,Truck,47735,2,Good,,1
F,127,688,20,0,Married,Truck,10407,5,Good,,0
F,200,700,6,3,Single,Truck,10501,4,Good,,1
F,98,712,15,1,Married,Car,5792,2,Good,,0
M,408,614,3,1,Married,Car,14776,2,Fair,,0
M,277,656,1,0,Married,Car,92101,3,Fair,,1
F,327,659,5,1,Single,Utility,12356,8,Fair,,1
F,113,792,9,0,Married,Car,16497,3,Very Good,,1
M,159,838,8,2,Married,Truck,22612,2,Exceptional,,1
F,96,773,34,0,Married,Truck,6128,1,Very Good,,1
M,81,726,19,0,Married,Van,5014,3,Good,,1
M,122,744,20,1,Married,Utility,9124,4,Very Good,,1
F,98,707,13,0,Married,Truck,5351,7,Good,,1
F,388,584,7,3,Single,Truck,10550,4,Fair,,1
M,167,724,3,2,Single,Car,10829,4,Good,,0
M,116,682,20,0,Married,Van,10976,7,Good,,1
M,120,498,6,2,Married,Truck,20629,8,Very Poor,,1
F,118,793,15,1,Married,Car,20195,2,Very Good,,0
M,121,677,13,1,Married,Truck,6385,4,Good,,1
M,109,734,8,1,Married,Van,81175,8,Good,,1
M,99,689,9,1,Married,Van,11134,8,Good,,0
M,81,670,17,1,Single,Utility,6910,6,Good,,1
M,408,566,4,3,Married,Car,11529,4,Very Poor,,1
F,134,724,5,1,Married,Truck,44612,1,Good,,1
F,86,683,10,1,Married,Car,8007,2,Good,,1
F,382,619,2,0,Single,Car,11905,3,Fair,,1
F,125,759,31,0,Married,Car,18046,2,Very Good,,1
F,145,709,10,0,Single,Car,80573,5,Good,,1
F,123,728,35,1,Married,Truck,11596,1,Good,,1
M,128,730,30,1,Married,Van,7742,6,Good,,0
M,376,672,4,2,Single,Car,13716,7,Good,,1
M,86,712,18,1,Married,Car,11964,2,Good,,1
F,107,680,12,0,Single,Car,8689,3,Good,,1
M,270,739,4,2,Married,Car,14288,6,Good,,1
M,101,774,30,4,Single,Utility,11971,5,Very Good,,1
M,156,760,23,1,Married,Van,13743,8,Very Good,,1
F,335,693,8,3,Single,Utility,14617,8,Good,,1
F,227,713,5,0,Married,Car,38640,2,Good,,0
F,120,732,8,3,Single,Van,13248,7,Good,,1
F,139,779,4,1,Married,Truck,13201,7,Very Good,,1
M,157,671,15,1,Married,Van,10827,7,Good,,1
M,111,670,7,1,Married,Van,9785,8,Good,,1
M,396,648,3,1,Married,Car,14853,6,Fair,,1
F,111,785,10,0,Married,Car,5818,1,Very Good,,1
F,104,675,32,1,Married,Truck,14431,4,Good,,1
F,132,745,18,1,Married,Truck,12237,8,Very Good,,0
M,139,753,19,0,Married,Truck,13027,6,Very Good,,1
M,183,589,3,1,Single,Car,11798,8,Fair,,0
M,82,797,12,0,Single,Utility,13024,1,Very Good,,0
M,319,611,5,2,Single,Car,23750,6,Fair,,1
F,618,679,23,0,Married,Car,15644,5,Good,,0
M,199,595,5,0,Single,Car,10694,2,Fair,,0
F,160,764,8,1,Married,Truck,12359,6,Very Good,,1
M,609,599,5,0,Single,Car,13947,6,Fair,,1
M,113,675,33,1,Married,Van,13483,5,Good,,1
F,463,665,8,3,Single,Truck,10647,4,Fair,,1
F,442,616,8,2,Single,Van,13613,4,Fair,,0
M,852,684,1,3,Single,Car,11206,7,Good,,1
M,82,778,10,0,Married,Van,9471,8,Very Good,,1
M,116,727,28,4,Single,Utility,14711,5,Good,,0
F,150,677,39,0,Married,Car,10716,7,Good,,1
F,302,580,7,0,Single,Truck,11464,5,Fair,,1
M,155,774,18,1,Married,Van,6018,3,Very Good,,1
M,160,518,1,2,Single,Car,14836,6,Very Poor,,0
M,157,716,9,0,Married,Utility,92924,4,Good,,1
M,98,752,31,1,Married,Truck,9165,4,Very Good,,1
M,170,518,2,2,Single,Car,14546,1,Very Poor,,1
M,500,728,1,2,Single,Car,10896,3,Good,,1
M,155,657,8,2,Married,Truck,20812,1,Fair,,0
M,145,799,22,0,Married,Utility,6123,8,Very Good,,0
M,95,682,3,2,Single,Car,11775,6,Good,,1
M,111,781,5,1,Single,Utility,8730,4,Very Good,,1
F,219,695,5,2,Single,Truck,10183,5,Good,,1
M,356,485,5,2,Married,Car,10837,5,Very Poor,,1
F,146,795,5,1,Married,Truck,9542,8,Very Good,,1
M,153,797,27,1,Married,Van,5602,7,Very Good,,1
F,92,738,25,0,Single,Car,5771,8,Good,,0
F,155,765,19,1,Married,Car,7211,3,Very Good,,1
F,158,699,6,3,Single,Van,10886,1,Good,,1
M,140,341,1,3,Single,Car,13445,4,Very Poor,,1
M,124,759,3,0,Married,Van,10348,4,Very Good,,1
M,143,620,3,2,Single,Car,84338,6,Fair,,1
F,301,576,6,3,Single,Truck,14171,1,Very Poor,,1
F,134,670,12,1,Married,Car,15274,4,Good,,1
M,138,676,25,1,Married,Van,13743,6,Good,,0
M,100,724,17,4,Single,Utility,14680,8,Good,,1
M,92,711,18,1,Married,Van,9740,3,Good,,1
F,134,729,14,1,Married,Car,12244,8,Good,,1
F,158,764,6,1,Married,Truck,14314,2,Very Good,,1
F,112,717,12,1,Married,Car,12762,7,Good,,0
F,126,753,22,0,Married,Truck,11282,4,Very Good,,1
F,138,683,1,0,Married,Car,11280,6,Good,,1
M,135,786,13,0,Single,Utility,9883,1,Very Good,,0
M,147,715,10,1,Married,Van,11512,8,Good,,1
F,104,791,7,1,Married,Truck,14479,8,Very Good,,1
M,113,781,3,1,Married,Van,11720,6,Very Good,,1
F,404,712,4,0,Married,Car,21405,7,Good,,1
F,101,680,19,1,Married,Car,11690,3,Good,,0
M,199,704,6,3,Married,Truck,12911,3,Good,,1
M,93,715,5,2,Married,Truck,11765,8,Good,,1
M,307,664,2,3,Married,Car,60846,4,Fair,,0
M,500,839,1,1,Married,Car,16944,4,Exceptional,,1
M,96,689,20,1,Married,Van,12532,2,Good,,0
M,140,742,24,1,Married,Van,11753,2,Very Good,,1
M,304,704,7,1,Married,Van,80643,7,Good,,1
F,132,717,24,0,Married,Car,13698,6,Good,,1
F,302,720,5,2,Single,Truck,13367,4,Good,,0
M,294,645,4,1,Married,Car,11797,5,Fair,,0
F,372,682,7,2,Single,Truck,11074,7,Good,,1
F,416,692,15,1,Married,Car,20973,6,Good,,1
M,422,616,5,1,Married,Car,11462,4,Fair,,1
F,224,635,7,0,Single,Truck,14324,5,Fair,,1
F,91,692,16,0,Married,Car,8484,8,Good,,0
M,254,528,2,1,Married,Truck,34682,2,Very Poor,,1
F,394,618,6,2,Single,Truck,10844,3,Fair,,1
M,159,677,14,0,Married,Utility,10374,4,Good,,0
F,142,697,25,1,Married,Car,12119,1,Good,,1
F,139,795,31,1,Married,Truck,20059,8,Very Good,,1
M,164,693,3,2,Single,Car,12124,5,Good,,1
M,201,683,5,2,Married,Car,11391,6,Good,,0
F,146,726,12,1,Married,Truck,13920,3,Good,,0
M,472,606,2,2,Married,Car,19715,7,Fair,,1
M,82,696,31,0,Married,Utility,11640,2,Good,,1
F,337,659,5,0,Single,Truck,14414,8,Fair,,1
F,108,781,5,0,Married,Car,8258,4,Very Good,,1
F,83,566,6,1,Single,Car,57804,2,Very Poor,,1
M,284,603,5,2,Married,Car,20653,2,Fair,,1
M,86,759,23,0,Married,Utility,12407,5,Very Good,,0
F,132,407,5,2,Single,Van,11061,8,Very Poor,,1
M,116,794,22,1,Married,Van,12009,6,Very Good,,0
F,120,769,12,0,Married,Truck,13317,8,Very Good,,1
M,149,744,17,1,Single,Utility,10822,4,Very Good,,1
F,89,522,2,0,Married,Car,31491,2,Very Poor,,1
F,126,710,19,2,Married,Car,8370,8,Good,,0
M,114,639,5,2,Single,Car,32016,4,Fair,,0
F,111,750,21,0,Married,Truck,13825,5,Very Good,,1
F,134,720,8,1,Married,Car,62160,8,Good,,1
F,117,625,7,3,Single,Van,46543,8,Fair,,0
M,101,799,19,1,Married,Van,11790,6,Very Good,,1
F,262,596,7,1,Single,Truck,13085,4,Fair,,1
F,308,698,7,3,Single,Truck,14771,8,Good,,1
M,93,703,17,0,Married,Van,8787,3,Good,,1
F,131,748,35,1,Single,Car,5862,5,Very Good,,0
M,84,726,16,0,Married,Van,12414,5,Good,,0
M,100,769,17,1,Married,Truck,13080,3,Very Good,,0
M,160,751,20,0,Married,Van,12898,7,Very Good,,1
M,307,635,2,2,Single,Car,77893,8,Fair,,1
F,146,790,18,0,Married,Truck,14541,4,Very Good,,1
M,277,702,1,2,Single,Utility,15765,2,Good,,1
F,498,693,5,2,Single,Truck,12713,4,Good,,1
F,136,740,19,0,Married,Truck,14090,5,Very Good,,1
M,150,687,11,0,Married,Van,11468,6,Good,,0
M,111,589,1,2,Single,Car,97489,8,Fair,,1
M,453,357,4,1,Married,Car,10804,5,Very Poor,,1
M,454,638,1,0,Married,Utility,8747,2,Fair,,0
M,273,610,5,1,Single,Car,14672,4,Fair,,1
F,453,617,1,3,Married,Truck,6335,8,Fair,,1
M,356,490,5,2,Single,Car,20676,2,Very Poor,,0
M,94,783,38,0,Married,Van,7902,7,Very Good,,1
M,525,845,4,2,Single,Car,16064,2,Exceptional,,0
M,85,834,28,1,Single,Utility,8422,8,Exceptional,,1
F,124,754,21,0,Married,Truck,11717,3,Very Good,,1
F,400,682,5,3,Single,Truck,14424,4,Good,,1
M,84,698,14,0,Married,Van,29839,8,Good,,0
F,128,799,15,1,Married,Truck,9635,6,Very Good,,1
F,106,765,7,0,Single,Car,12643,2,Very Good,,1
M,152,795,30,1,Married,Van,13444,6,Very Good,,1
M,317,589,4,1,Married,Car,11962,4,Fair,,0
M,146,679,3,3,Single,Car,10715,8,Good,,0
M,112,757,16,0,Married,Utility,8127,8,Very Good,,1
F,157,716,14,1,Married,Car,14654,7,Good,,0
F,116,678,33,1,Single,Car,7218,3,Good,,1
F,89,672,12,0,Married,Car,50517,7,Good,,1
F,88,784,10,0,Married,Car,7768,4,Very Good,,0
M,112,752,18,0,Married,Van,11394,8,Very Good,,1
F,141,757,24,1,Single,Car,9325,2,Very Good,,1
F,137,672,9,0,Married,Car,63344,8,Good,,1
M,138,672,5,4,Single,Utility,9523,5,Good,,1
M,126,648,3,2,Single,Car,82158,2,Fair,,0
M,675,638,2,1,Married,Van,14577,6,Fair,,0
M,130,773,18,4,Single,Utility,14936,7,Very Good,,1
M,130,795,25,1,Married,Utility,9379,7,Very Good,,1
M,116,774,32,0,Single,Utility,13177,7,Very Good,,0
F,489,845,8,2,Single,Truck,22340,3,Exceptional,,1
F,378,682,25,1,Married,Car,15110,4,Good,,1
M,619,793,3,1,Married,Truck,10138,3,Very Good,,1
M,149,678,13,0,Married,Truck,6705,6,Good,,1
M,300,309,5,2,Married,Car,18230,8,Very Poor,,1
F,142,671,24,0,Single,Car,14875,1,Good,,1
M,82,785,34,0,Married,Van,8971,1,Very Good,,0
F,265,529,4,0,Married,Car,62349,3,Very Poor,,1
F,86,777,28,1,Married,Car,10770,1,Very Good,,1
F,93,702,19,0,Married,Truck,14071,5,Good,,1
F,136,738,21,2,Married,Car,7181,2,Good,,1
M,342,533,2,3,Single,Car,16905,2,Very Poor,,1
M,116,479,3,2,Single,Car,11317,6,Very Poor,,0
M,422,602,1,3,Married,Car,57464,8,Fair,,1
M,148,727,17,1,Married,Van,8496,7,Good,,1
F,264,670,5,0,Single,Car,86394,4,Good,,1
F,284,494,1,1,Married,Car,66064,4,Very Poor,,1
M,120,672,18,1,Married,Van,10452,7,Good,,1
M,126,743,33,1,Married,Van,13157,5,Very Good,,0
M,102,705,10,1,Single,Utility,11723,3,Good,,1
F,150,678,1,1,Married,Car,21770,1,Good,,1
M,147,820,37,0,Single,Utility,13186,1,Exceptional,,0
M,156,679,17,0,Married,Van,12502,6,Good,,0
M,131,782,15,0,Married,Van,13997,8,Very Good,,1
M,105,796,18,0,Married,Van,8630,8,Very Good,,1
F,298,481,7,3,Single,Truck,13720,3,Very Poor,,1
M,95,703,18,1,Married,Utility,6806,8,Good,,0
M,254,650,4,0,Single,Utility,12869,7,Fair,,0
M,83,714,27,0,Single,Utility,11782,2,Good,,0
F,90,582,6,3,Single,Van,16592,2,Fair,,1
M,112,763,17,0,Married,Van,5548,3,Very Good,,1
M,360,689,1,1,Married,Car,11797,3,Good,,1
F,131,560,5,3,Single,Van,10695,6,Very Poor,,1
M,95,739,32,0,Married,Van,6243,3,Good,,0
M,89,705,13,1,Married,Utility,36111,6,Good,,0
F,88,528,7,0,Married,Car,39325,3,Very Poor,,1
F,95,779,15,1,Married,Car,20402,1,Very Good,,1
M,136,744,8,1,Married,Truck,5901,5,Very Good,,1
F,98,692,10,0,Married,Car,11517,4,Good,,1
M,146,778,23,1,Single,Utility,12747,1,Very Good,,1
F,307,679,16,1,Married,Car,14999,5,Good,,0
M,152,663,4,3,Single,Car,56967,2,Fair,,1
M,113,776,8,1,Married,Van,11853,4,Very Good,,0
M,172,601,4,1,Single,Car,13908,5,Fair,,1
M,147,762,6,1,Married,Van,12494,7,Very Good,,0
M,193,718,2,3,Single,Car,14926,4,Good,,1
M,144,518,4,2,Single,Car,20127,7,Very Poor,,0
M,190,475,5,2,Married,Truck,13855,7,Very Poor,,1
F,87,677,15,1,Married,Car,12537,1,Good,,0
M,99,688,23,1,Married,Truck,6245,5,Good,,0
M,220,319,1,2,Married,Car,20822,4,Very Poor,,0
F,130,701,24,1,Married,Truck,5086,2,Good,,0
M,688,592,7,1,Married,Van,14781,8,Fair,,1
M,119,795,9,0,Married,Van,8125,1,Very Good,,1
F,86,755,13,1,Married,Car,21484,4,Very Good,,1
F,83,799,19,1,Married,Truck,24494,8,Very Good,,1
F,113,572,7,2,Single,Van,13723,7,Very Poor,,1
M,532,591,1,1,Married,Truck,13506,4,Fair,,1
M,129,685,5,3,Married,Truck,11910,3,Good,,0
M,155,761,6,1,Married,Utility,11458,7,Very Good,,1
M,97,760,3,1,Married,Van,7176,6,Very Good,,1
F,160,797,10,0,Single,Car,11832,5,Very Good,,0
M,431,687,2,1,Married,Car,11652,6,Good,,0
F,588,713,18,0,Married,Car,16008,2,Good,,1
F,210,739,19,1,Married,Car,9011,6,Good,,0
F,374,803,8,2,Single,Truck,19162,8,Exceptional,,1
M,582,615,1,1,Married,Utility,10636,8,Fair,,0
M,169,524,5,3,Married,Truck,11943,3,Very Poor,,1
F,145,676,17,1,Married,Car,9683,2,Good,,0
M,430,387,5,1,Married,Car,13705,6,Very Poor,,0
M,222,711,8,0,Married,Van,59712,4,Good,,1
F,92,775,18,1,Married,Car,5810,8,Very Good,,1
F,134,708,19,1,Married,Car,6577,6,Good,,0
F,129,678,17,1,Married,Truck,13593,1,Good,,1
M,159,739,19,1,Married,Utility,6115,5,Good,,1
F,177,587,7,1,Single,Truck,12864,7,Fair,,0
F,483,673,6,2,Single,Truck,13508,5,Good,,1
M,81,678,20,0,Married,Van,7384,2,Good,,1
M,651,596,2,1,Married,Van,7476,4,Fair,,1
F,235,317,7,3,Single,Truck,12401,8,Very Poor,,0
F,142,686,24,1,Single,Car,11127,1,Good,,1
M,92,809,18,0,Single,Utility,5475,8,Exceptional,,1
M,158,642,5,3,Married,Truck,61069,4,Fair,,1
M,131,352,5,2,Single,Car,14405,8,Very Poor,,1
F,467,738,6,3,Single,Truck,12446,3,Good,,1
M,117,728,21,1,Married,Utility,6313,2,Good,,1
M,111,720,33,1,Married,Utility,8684,6,Good,,0
M,88,546,8,1,Married,Van,26194,6,Very Poor,,1
M,354,474,2,3,Married,Car,12043,6,Very Poor,,1
F,230,719,8,1,Married,Car,35936,4,Good,,0
M,86,711,15,0,Single,Utility,12655,8,Good,,1
F,343,463,7,3,Single,Truck,12474,4,Very Poor,,1
M,108,743,10,1,Married,Van,8096,7,Very Good,,1
F,129,790,23,1,Married,Truck,6951,4,Very Good,,1
F,132,699,39,1,Married,Truck,6536,8,Good,,0
M,130,798,19,0,Married,Utility,13358,5,Very Good,,1
M,123,735,5,2,Married,Truck,11254,7,Good,,0
F,432,723,7,3,Single,Truck,13376,5,Good,,1
M,104,750,16,0,Married,Utility,10250,2,Very Good,,0
M,142,621,5,2,Single,Car,54444,2,Fair,,1
F,115,753,18,1,Married,Car,11074,4,Very Good,,1
F,95,679,10,1,Married,Car,17632,5,Good,,1
M,156,736,16,0,Married,Utility,12465,3,Good,,1
M,102,708,10,1,Married,Van,8245,7,Good,,0
M,308,705,5,0,Married,Truck,80440,1,Good,,1
M,472,775,5,1,Married,Truck,13962,6,Very Good,,1
M,93,677,8,2,Married,Truck,12156,1,Good,,0
F,235,550,1,1,Married,Truck,60089,7,Very Poor,,1
M,121,730,22,1,Single,Utility,9032,4,Good,,1
F,124,787,7,1,Married,Car,22653,2,Very Good,,0
M,140,670,20,1,Married,Van,7216,2,Good,,0
F,629,673,10,1,Married,Truck,17378,4,Good,,0
M,461,373,1,2,Married,Car,10126,8,Very Poor,,1
F,86,721,30,1,Married,Truck,14494,5,Good,,1
M,461,664,1,2,Married,Car,67739,6,Fair,,1
M,499,675,1,3,Married,Car,14909,4,Good,,1
M,157,779,4,1,Married,Van,11850,6,Very Good,,0
F,413,697,35,1,Married,Car,23150,1,Good,,1
M,117,609,8,2,Married,Truck,62546,7,Fair,,1
M,98,796,25,1,Married,Van,5525,3,Very Good,,1
M,80,763,21,1,Married,Van,7777,3,Very Good,,0
F,121,797,34,0,Married,Car,7560,1,Very Good,,0
M,150,775,10,1,Married,Van,7476,1,Very Good,,1
M,140,789,23,1,Married,Utility,11334,1,Very Good,,1
M,309,579,5,2,Married,Car,13244,7,Very Poor,,1
F,369,724,18,1,Married,Car,17425,3,Good,,0
M,154,671,17,1,Married,Truck,12373,2,Good,,1
F,142,778,10,1,Married,Car,13249,7,Very Good,,1
F,80,793,20,1,Married,Truck,9022,7,Very Good,,0
M,104,697,22,1,Single,Utility,14672,7,Good,,1
M,176,549,5,2,Single,Car,14202,7,Very Poor,,1
F,148,679,18,0,Married,Truck,7447,7,Good,,1
F,380,622,7,2,Single,Truck,11741,8,Fair,,1
M,119,753,9,0,Married,Truck,9943,4,Very Good,,1
M,183,730,7,1,Married,Utility,65363,1,Good,,1
M,119,744,19,0,Single,Utility,7975,4,Very Good,,1
M,151,724,33,0,Married,Van,13932,7,Good,,1
M,106,682,19,1,Married,Van,9880,5,Good,,1
F,83,686,38,1,Single,Car,9131,4,Good,,1
M,131,732,8,4,Married,Truck,11965,3,Good,,0
M,91,580,5,3,Married,Truck,22363,4,Fair,,1
F,100,722,15,2,Married,Car,10989,6,Good,,0
M,95,680,5,3,Single,Car,12948,3,Good,,0
F,215,738,6,3,Single,Truck,12108,3,Good,,0
M,114,711,3,2,Single,Car,13074,5,Good,,1
M,109,739,19,1,Married,Car,11299,7,Good,,1
M,106,739,9,0,Single,Utility,9690,4,Good,,0
M,108,746,26,0,Married,Utility,7228,5,Very Good,,1
F,131,699,5,1,Married,Car,87708,5,Good,,1
M,144,798,20,1,Married,Truck,11825,2,Very Good,,1
M,159,771,14,1,Married,Truck,8567,2,Very Good,,0
M,94,748,21,0,Married,Van,12332,2,Very Good,,1
F,330,690,5,0,Married,Car,38691,1,Good,,1
F,237,613,7,0,Single,Truck,10861,3,Fair,,1
F,80,792,22,1,Married,Truck,9516,6,Very Good,,1
M,339,694,2,2,Single,Car,14194,6,Good,,0
F,443,640,7,3,Single,Truck,11672,7,Fair,,1
M,148,755,19,0,Single,Utility,13877,5,Very Good,,1
M,146,763,18,0,Married,Truck,6172,2,Very Good,,1
M,146,699,23,0,Married,Van,13774,4,Good,,1
M,383,638,4,1,Married,Car,13896,6,Fair,,0
F,172,683,8,1,Married,Truck,82064,7,Good,,1
M,269,315,5,3,Married,Car,12351,1,Very Poor,,0
M,288,591,5,0,Married,Car,13159,8,Fair,,1
M,465,664,4,2,Married,Car,20528,8,Fair,,1
F,404,457,6,3,Single,Truck,23044,6,Very Poor,,0
M,163,623,1,2,Single,Car,61684,7,Fair,,1
M,437,632,3,1,Married,Car,13290,6,Fair,,0
F,103,681,17,1,Married,Car,14699,3,Good,,0
M,412,726,4,3,Married,Car,13430,5,Good,,1
F,104,327,6,3,Single,Van,21813,6,Very Poor,,0
M,113,719,1,2,Single,Car,23174,6,Good,,1
M,81,767,16,0,Married,Truck,5807,1,Very Good,,1
F,109,753,3,0,Married,Car,19227,6,Very Good,,1
M,137,769,7,1,Married,Van,13692,1,Very Good,,1
M,152,674,4,3,Single,Car,10816,6,Good,,1
F,90,780,15,0,Married,Truck,13910,5,Very Good,,1
M,137,791,16,1,Married,Van,11646,6,Very Good,,0
F,379,609,5,2,Single,Truck,12652,8,Fair,,1
M,147,698,37,0,Married,Van,14306,6,Good,,1
F,159,784,6,1,Married,Truck,12658,8,Very Good,,0
M,290,691,3,2,Single,Utility,10131,8,Good,,1
M,94,761,21,0,Married,Truck,13047,1,Very Good,,1
M,308,706,4,2,Single,Utility,12432,3,Good,,0
M,336,531,1,1,Married,Car,14144,7,Very Poor,,0
F,132,673,29,0,Married,Car,7689,3,Good,,1
M,168,677,3,2,Single,Car,12730,8,Good,,1
M,173,528,2,2,Married,Truck,12761,2,Very Poor,,1
M,150,781,23,0,Married,Truck,5501,5,Very Good,,1
F,125,755,18,1,Single,Car,6553,7,Very Good,,1
M,89,764,19,0,Married,Utility,7460,5,Very Good,,0
F,399,686,6,3,Married,Truck,19343,8,Good,,1
F,152,680,39,0,Married,Car,11981,7,Good,,0
F,143,686,15,0,Married,Car,13958,6,Good,,0
F,108,757,17,0,Married,Car,6051,1,Very Good,,1
M,161,402,1,0,Married,Car,76222,1,Very Poor,,1
M,433,645,2,2,Single,Utility,57901,2,Fair,,0
M,128,723,15,1,Married,Truck,13575,8,Good,,1
M,138,597,5,2,Single,Car,37867,7,Fair,,1
M,246,692,5,3,Single,Utility,13460,1,Good,,1
M,82,747,16,4,Single,Utility,12709,3,Very Good,,0
F,217,641,6,0,Single,Truck,11022,6,Fair,,1
M,344,548,1,3,Single,Car,11667,6,Very Poor,,1
F,197,729,5,3,Single,Van,14962,5,Good,,0
M,90,685,13,0,Married,Van,11150,4,Good,,1
F,277,513,2,1,Married,Car,88498,1,Very Poor,,0
M,446,616,1,3,Married,Car,24644,4,Fair,,0
F,80,735,18,1,Married,Car,14254,5,Good,,0
M,248,451,4,1,Married,Car,10928,4,Very Poor,,0
F,119,682,20,0,Married,Truck,13160,7,Good,,1
F,670,678,3,0,Married,Car,18499,8,Good,,1
F,99,754,20,1,Married,Truck,12470,8,Very Good,,1
F,106,690,17,2,Married,Car,10158,3,Good,,1
F,111,691,15,0,Single,Car,7678,4,Good,,1
F,135,700,22,0,Married,Truck,11916,4,Good,,1
M,314,677,4,3,Married,Car,13306,2,Good,,1
F,265,367,2,0,Married,Car,47773,2,Very Poor,,1
F,612,717,27,0,Married,Car,21028,7,Good,,0
F,599,681,22,1,Married,Car,13685,6,Good,,0
M,157,784,19,0,Married,Van,11082,3,Very Good,,1
F,84,790,16,0,Married,Truck,8696,1,Very Good,,1
M,98,792,18,0,Married,Van,7055,8,Very Good,,0
F,87,798,15,0,Single,Car,5498,2,Very Good,,1
M,403,334,5,2,Married,Car,13552,6,Very Poor,,1
F,500,627,5,3,Single,Truck,10864,2,Fair,,1
M,97,731,14,0,Married,Truck,10598,3,Good,,1
M,108,760,5,0,Married,Utility,14592,2,Very Good,,1
F,383,321,8,2,Single,Truck,17196,5,Very Poor,,1
F,123,681,17,2,Married,Car,6808,5,Good,,1
M,98,763,30,0,Married,Van,14279,8,Very Good,,0
F,141,677,20,0,Married,Car,11681,5,Good,,1
F,101,447,7,3,Single,Van,12784,2,Very Poor,,1
M,405,422,2,2,Married,Car,11093,4,Very Poor,,1
F,109,690,7,0,Single,Car,11686,2,Good,,1
F,135,727,25,1,Married,Car,7905,4,Good,,1
F,662,737,37,1,Married,Truck,15427,2,Good,,1
F,381,710,16,0,Married,Car,24490,1,Good,,1
M,168,629,7,0,Married,Truck,11441,7,Fair,,1
M,85,771,25,0,Married,Van,12861,5,Very Good,,1
F,402,698,6,3,Single,Truck,10852,1,Good,,0
F,101,782,20,1,Married,Car,14328,2,Very Good,,1
M,123,630,2,2,Single,Car,93096,1,Fair,,1
F,115,718,13,1,Married,Truck,8173,2,Good,,0
F,133,677,24,3,Married,Truck,14837,3,Good,,0
M,134,713,12,1,Married,Truck,13534,2,Good,,0
M,84,774,29,0,Married,Truck,14966,5,Very Good,,0
M,388,714,1,2,Married,Car,13313,1,Good,,1
M,116,737,22,1,Single,Utility,5401,4,Good,,0
F,153,796,39,0,Married,Car,22830,8,Very Good,,1
F,96,790,20,0,Married,Truck,13685,8,Very Good,,0
F,173,534,5,2,Single,Van,14087,4,Very Poor,,1
M,225,610,4,0,Married,Car,11328,5,Fair,,1
M,136,743,32,4,Single,Utility,10858,1,Very Good,,0
F,82,675,10,1,Married,Truck,9990,4,Good,,0
F,367,584,8,3,Single,Truck,23250,3,Fair,,1
F,388,643,8,2,Single,Truck,10608,4,Fair,,1
M,159,730,7,0,Married,Van,29546,3,Good,,1
M,517,631,2,0,Married,Truck,14559,8,Fair,,1
M,92,799,5,0,Married,Utility,12787,1,Very Good,,1
M,136,592,4,2,Single,Car,55072,8,Fair,,1
F,140,706,19,0,Married,Car,6832,1,Good,,1
M,146,748,30,1,Single,Utility,14564,1,Very Good,,0
F,128,755,24,0,Married,Car,20839,4,Very Good,,0
M,642,635,2,0,Married,Van,13346,3,Fair,,1
M,160,749,14,0,Married,Truck,13970,7,Very Good,,1
M,301,738,5,0,Married,Utility,94172,3,Good,,0
M,85,803,14,4,Single,Utility,14936,6,Exceptional,,1
M,339,680,5,3,Married,Car,13206,8,Good,,0
M,120,683,22,0,Married,Van,10561,6,Good,,1
M,228,362,1,3,Single,Utility,10447,4,Very Poor,,1
M,159,708,9,0,Married,Truck,38546,4,Good,,1
F,88,764,29,1,Married,Car,24253,3,Very Good,,1
M,144,387,2,3,Single,Car,13071,5,Very Poor,,1
M,157,614,2,3,Single,Car,69045,5,Fair,,0
F,114,689,18,0,Married,Truck,12191,5,Good,,0
M,314,729,4,2,Married,Car,11172,3,Good,,0
M,199,716,5,3,Single,Car,10317,6,Good,,1
M,156,761,23,0,Married,Van,11605,6,Very Good,,1
F,160,671,35,1,Married,Car,22362,3,Good,,0
M,160,584,8,3,Married,Truck,98160,7,Fair,,0
M,120,696,28,1,Married,Van,12596,8,Good,,0
M,108,686,5,2,Married,Truck,12201,8,Good,,1
M,150,740,17,1,Married,Van,6584,7,Very Good,,1
F,414,509,8,2,Single,Truck,11817,6,Very Poor,,1
M,107,797,18,1,Married,Truck,13955,1,Very Good,,0
M,434,507,3,2,Married,Car,10808,7,Very Poor,,1
